  0.0000E+00  0.0000E+00  0.1000E+01
  0.2500E-01  0.0000E+00  0.1000E+01
  0.5000E-01  0.0000E+00  0.1000E+01
  0.7500E-01  0.0000E+00  0.1000E+01
  0.1000E+00  0.0000E+00  0.1000E+01
  0.1250E+00  0.0000E+00  0.1000E+01
  0.1500E+00  0.0000E+00  0.1000E+01
  0.1750E+00  0.0000E+00  0.1000E+01
  0.2000E+00  0.0000E+00  0.1000E+01
  0.2250E+00  0.0000E+00  0.1000E+01
  0.2500E+00  0.0000E+00  0.1000E+01
  0.2750E+00  0.0000E+00  0.1000E+01
  0.3000E+00  0.0000E+00  0.1000E+01
  0.3250E+00  0.0000E+00  0.1000E+01
  0.3500E+00  0.0000E+00  0.1000E+01
  0.3750E+00  0.0000E+00  0.1000E+01
  0.4000E+00  0.0000E+00  0.1000E+01
  0.4250E+00  0.0000E+00  0.1000E+01
  0.4500E+00  0.0000E+00  0.1000E+01
  0.4750E+00  0.0000E+00  0.0000E+00
  0.5000E+00  0.0000E+00  0.0000E+00
  0.5250E+00  0.0000E+00  0.1000E+01
  0.5500E+00  0.0000E+00  0.1000E+01
  0.5750E+00  0.0000E+00  0.1000E+01
  0.6000E+00  0.0000E+00  0.1000E+01
  0.6250E+00  0.0000E+00  0.1000E+01
  0.6500E+00  0.0000E+00  0.1000E+01
  0.6750E+00  0.0000E+00  0.1000E+01
  0.7000E+00  0.0000E+00  0.1000E+01
  0.7250E+00  0.0000E+00  0.1000E+01
  0.7500E+00  0.0000E+00  0.1000E+01
  0.7750E+00  0.0000E+00  0.1000E+01
  0.8000E+00  0.0000E+00  0.1000E+01
  0.8250E+00  0.0000E+00  0.1000E+01
  0.8500E+00  0.0000E+00  0.1000E+01
  0.8750E+00  0.0000E+00  0.1000E+01
  0.9000E+00  0.0000E+00  0.1000E+01
  0.9250E+00  0.0000E+00  0.1000E+01
  0.9500E+00  0.0000E+00  0.1000E+01
  0.9750E+00  0.0000E+00  0.1000E+01
  0.1000E+01  0.0000E+00  0.1000E+01

  0.0000E+00  0.2500E-01  0.1000E+01
  0.2500E-01  0.2500E-01  0.9951E+00
  0.5000E-01  0.2500E-01  0.9903E+00
  0.7500E-01  0.2500E-01  0.9858E+00
  0.1000E+00  0.2500E-01  0.9816E+00
  0.1250E+00  0.2500E-01  0.9780E+00
  0.1500E+00  0.2500E-01  0.9750E+00
  0.1750E+00  0.2500E-01  0.9727E+00
  0.2000E+00  0.2500E-01  0.9711E+00
  0.2250E+00  0.2500E-01  0.9703E+00
  0.2500E+00  0.2500E-01  0.9703E+00
  0.2750E+00  0.2500E-01  0.9711E+00
  0.3000E+00  0.2500E-01  0.9727E+00
  0.3250E+00  0.2500E-01  0.9750E+00
  0.3500E+00  0.2500E-01  0.9780E+00
  0.3750E+00  0.2500E-01  0.9816E+00
  0.4000E+00  0.2500E-01  0.9858E+00
